Teks;Media;Label
"Menteri BUMN Erick Thohir ingin para perusahaan pelat merah tetap agresif untuk mencari investor strategis di tengah kondisi geopolitik global yang memanas. Menurutnya, tetap ada peluang untuk BUMN menggaet investor di masa-masa saat ini.

Terbaru, situasi geopolitik memanas setelah adanya saling serang antara Iran dan Israel. Kondisi tersebut turut memperkuat nilai tular dolar terhadap banyak mata uang, di samping meningkatnya harga komoditas energi di seluruh dunia.

""Justru jangan sampai ketika kita terjabak situsai geopolitik akhirnya kita diam saja, enggak boleh. Saya bilang, justru kita di tengah situasi geopolitk ini kita harus semakin agresif,"" tegas Erick Thohir kepada wartawan di Jakarta, Sabtu (20/4/2024).

Dia mengisahkan, pada masa pandemi Covid-19 beberapa waktu lalu. Misalnya, adanya kebijakan kantor BUMN tetap buka. Lebih lagi, ada upaya menjalankan sejumlah aksi korporasi.

""Kita tetap melakukan penugasan penangan covid tapi kita tetep melakukan aksi koorporasi banyak sekali. Apakah konsolidasi, apakah merger, apakah cari partner gitu loh,"" jelasnya.

Dia enggan para BUMN malah loyo dalam menjajaki peluang kerja sama di tengah kondisi global yang memanas. Dia ingin bos-bos BUMN melihat adanya peluang kerja sama dengan calon-calon investor luar negeri.

Menurutnya, Indonesia memiliki keunggulan dari sisi fundamental ekonomi yang cukup solid.

""Nah justru dengan situsasi seperti ini saya saudah ingatkan di kementerian, justru kita jangan slowing down, justru kita harus agresif. Siapa tahu di tengah situasi seperti ini ada oportunity,"" ucapnya.

""Karena indonesia di lihat salah satu negara yg stabil secara pertumbuhan ekonomi dan juga secara politik. Kan kita secara politik udah selesai, stabil,"" imbuh Erick Thohir.";Liputan6;bisnis
"Setiap tanggal 21 April, Indonesia selalu memperingati Hari Kartini. Hari tersebut bertujuan untuk menghormati perjuangan RA Kartini dalam menciptakan kesetaraan gender.

Berkaitan dengan itu, Direktur Utama Pertamina, Nicke Widyawati mengatakan, Hari Kartini tahun ini sebagai simbol kebangkitan emansipasi perempuan Indonesia. Ia menyebut, saat ini perempuan Indonesia dapat berkarya dan berperan aktif dalam berbagai bidang, termasuk di sektor energi.

“Saat ini lebih dari 30% Perwira Pertamina perempuan dan kami akan terus mendorong perempuan berkarier dan menunjukkan potensinya secara optimal,” katanya.

“Selamat Hari Kartini untuk seluruh perempuan Indonesia,” imbuh Nicke.

Dirinya mengungkapkan, keberadaan perempuan dalam top management maupun middle management bahkan sektor operasional di hampir semua lini bisnis perusahaan menunjukkan bahwa Pertamina memberikan kesempatan yang sama kepada perempuan untuk berperan dalam pengambilan keputusan strategis.

“Dua dari tujuh jajaran direksi Pertamina (Holding) adalah perempuan dan hampir 20% dari total pekerja level manajemen merupakan pemimpin perempuan,"" ungkap Nicke.

""Ini sudah hampir mencapai target dari Menteri BUMN yaitu 25% keterwakilan perempuan di jajaran pimpinan BUMN,” jelas Nicke.

Dirinya pun menegaskan, Pertamina terus mengoptimalkan Srikandi BUMN Pertamina grup dalam berkarya menjadi penggerak energi untuk Indonesia.";Liputan6;bisnis
"Menteri Pertanian (Mentan) Andi Amran Sulaiman meminta Bulog segera menyerap produksi jagung dalam negeri yang saat ini memasuki panen raya besar terutama di sejumlah sentra seperti Provinsi Gorontalo. Dia khawatir jika Bulog tak menyerap, maka harga jagung di tingkat petani akan semakin jatuh.

""Sekarang sudah turun Rp 3.600 kasihan petani kita, apakah kita mau impor lagi? Kita kan sudah stop impor nih dan jangan sampai berikutnya terjadi impor lagi. Bulog harus bergerak cepat,"" ujar Mentan usai meninjau Gudang Jagung Polohumo, Kecamatan Dulupi, Kabupaten Boalemo, Provinsi Gorontalo, Minggu, (21/4/2024).

Selain menyerap, kata Mentan, Bulog juga harus membeli dengan harga yang wajar alias menguntungkan. Jangan sampai, petani rugi karena hasil panen lebih murah dari biaya ongkos produksi.

""Kalau ini dibeli dengan harga menguntungkan aku pastikan tidak ada lagi itu impor. Tapi jangan biarkan petani di saat harga jatuh berjalan sendiri, nah kami minta bulog supaya serap. Tolong diserap Ini harganya sudah Rp3.600,"" katanya.

Kualitas Bagus

Terlebih, kualitas jagung hasil panen raya ini dianggap cukup bagus dan bisa didistribusikan ke seluruh Indonesia. Mentan menetapkan, harga yang layak untuk petani di sana harusnya di atas Rp 4.200 perkilogram.

""Ini sangat bagus, sangat bagus kualitasnya. Oleh karena itu, harusnya minimal Rp4.200 dibelikan dan tidak boleh dibiarkan menjadi Rp3.600,"" bebernya.";Liputan6;bisnis
"Permintaan akan hiburan keluarga yang kian meningkat membuat peritel hiburan ramai-ramai berekspansi di mal yang ada di area Depok, Bogor, Tangerang, Bekasi (Debotabek).

Terlebih selama musim liburan, beberapa mal mengalami peningkatan signifikan dalam jumlah pengunjung terutama kunjungan keluarga.

Cushman & Wakefield dalam laporan Sektor Properti Jakarta Kuartal IV-2023 melaporkan, sektor hiburan di beberapa mal di Debotabek berkembang pesat pada paruh kedua tahun 2023.

Hal ini menyusul dibukanya tempat hiburan keluarga seperti Playtopia Adventure di Margo City, Timezone di Summarecon Mall Bekasi, Kidzlandia di Grand Metropolitan Mall Bekasi, dan brand arcade asal Singapura, Cow Play Cow Moo, di Carstensz Mall.

Selain itu, Bintaro Xchange 2 memperkenalkan BXSea Bintaro Oceanarium, menambahkan destinasi hiburan baru yang menarik bagi keluarga.

Memperluas ekspansi gerainya setelah Jakarta, Flying Tiger Copenhagen mengembangkan bisnisnya di Supermal Karawaci dan AEON Mall BSD.

Tak hanya peritel hiburan, Cushman & Wakefiel menyebutkan beberapa peritel internasional pun terpantau melakukan ekspansi.

Misalnya saja, di wilayah Tangerang menyambut toko pertama brand kecantikan Sephora dan brand fashion Lacoste di AEON Mall BSD.

Toko perlengkapan rumah tangga asal Singapura, IUIGA, juga membuka gerainya di Supermal Karawaci pada paruh kedua tahun 2023.";Kompas;hiburan
"Warga memilih untuk datang ke Jakarta Lebaran Fair di JIExpo Kemayoran, Jakarta Pusat, karena tidak ikut mudik Lebaran.

Pengunjung bernama Tari (44) yang datang bersama suami dan anaknya menilai, Jakarta Lebaran Fair cocok untuk warga yang tidak mudik.

""Menurut saya bagus acara seperti ini, khususnya huat yang enggak ada mudik. Jadi ada momen dan tujuan, enggak kesepian, lah,"" kata Tari saat dihampiri Kompas.com di area Hall A1, JIExpo Kemayoran, Jakarta Pusat, Sabtu (20/4/2024).

Keluarga Tari datang sekitar pukul 18.00 WIB. Mereka hendak berburu camilan dan juga berbelanja baju.

Tari berharap, Jakarta Lebaran Fair bisa diselenggarakan lagi tahun depan.

Priyono, suami Tari, menyarankan agar suasana Lebaran lebih ditonjolkan di acara ini.

""Menurut saya suasana Lebarannya masih kurang. Masih mirip kayak PRJ (Pekan Raya Jakarta) biasa. Mungkin bisa ditingkatkan (dekorasinya),"" ujar dia.

Hal senada disampaikan Dani (34) yang juga datang bersama istri dan anak-anaknya. Ia datang pertama kali ke Jakarta Lebaran Fair hari ini, sekitar pukul 20.00 WIB.

Ia senang karena bisa membeli jajanan untuk menyenangkan anak-anaknya.

""Harus diadain lagi, karena ini jatuhnya pesta rakyat. Harganya juga oke, pas,"" kata Dani.

Selain itu, Dani berpendapat, acara ini juga bisa menyenangkan banyak orang.

""Bagus buat ngisi kekosongan, enggak bosan di rumah,"" celetuk dia.

Warga lain bernama Ratmini (58) juga berpendapat serupa. Ia datang ke Jakarta Lebaran Fair bersama suami, anak, dan cucunya.

""Ini kebetulan anak juga kerja di sini. Jadi kalau diajak, ikutan,"" ujar Ratmini.

Ia berpendapat, acara seperti ini bisa membuat banyak orang senang.

""Banyak hiburannya, bikin orang senang,"" imbuh dia.

Untuk diketahui, Jakarta Lebaran Fair digelar sejak 3 April 2024 dan acara puncaknya akan digelar besok, Minggu (21/4/2024).

Selain ada pengundian grandprize, band Sudut dan Fourtwnty akan menjadi penampil terakhir di panggung musik Jakarta Lebaran Fair 2024.";Kompas;hiburan
"Pengelola Monumen Nasional (Monas) akan menggelar acara bertajuk “Lebaran di Monas Aja” dalam rangka memeriahkan hari raya Idul Fitri 1445 Hijriah pada Sabtu (13/4/2024).

Acara panggung hiburan itu akan digelar mulai pukul 16.00 WIB di sisi selatan Monas.

Sejumlah artis yang akan tampil, seperti Lobow, Band Om Om, Candil, Renaga Tahier, dan lain-lain.

Selain itu, pengelola Monas juga akan menayangkan video mapping dan air mancur selama periode bulan Lebaran.

“Besok ada video mapping dan air mancur menari,” ujar Kepala Unit Pengelola Kawasan (UPK) Monas Muhammad Isa Sarnuri saat dihubungi wartawan, Rabu (10/4/2024).

Isa mengatakan, selama 11-14 April 2024, kawasan Monas akan beroperasi pukul 06.00-22.00 WIB.

Sementara itu, kawasan tugu Monas baru dibuka pukul 08.00 WIB.

“Untuk libur Lebaran tanggal 11-14 April, jam operasional tugu sampai dengan pukul 18.00 WIB. Per jam kuotanya 200 orang,” kata Isa.

Kemudian, tiket masuk Monas dibanderol seharga Rp 30.000-Rp 50.000 per hari.

Menurut Isa, tiket untuk naik ke tugu Monas biasanya sudah habis pada pukul 11.00 WIB dalam periode hari libur.

“Mungkin malam Minggu bisa lebih ramai lagi karena ada panggung hiburan,” ujarnya.";Kompas;hiburan
"Anak ke-2 almarhum artis peran Donny Kesuma, Ghassaan Kesuma (22),mengungkapkan keinginannya untuk mengikuti jejak sang ayah berkarier di dunia hiburan.

""Iya, insya Allah aku meneruskan Papa di dunia entertainment, semoga rezeki aku juga di situ,"" ungkap Ghassaan Kesuma di rumah duka di kawasan Bekasi, Jawa Barat, Rabu (20/3/2024).

""Dari anak ketiga juga sebenarnya sudah kelihatan bibit-bibit masuk ke sana, tapi kita enggak tahu sekarang yang lebih fokus itu aku ke dunia entertain,""

Ghassaan mengatakan menjadi artis merupakan keinginannya, bukan atas dorongan ayahnya.

Menurut Ghassaan, dia sering ikut ayahnya ke lokasi syuting. Selain itu, Donny tak mengajarkan secara khusus ilmu seni peran kepadanya.

""Waktu itu aku pernah dapat salah satu project dari kampus jadi misalkan harus akting kayak gitu terus Papa ngajarin di tempat. Aku kira akting semudah itu ternyata enggak. Jadi memang harus belajar juga dari ahlinya,"" ujar Ghassaan.

Namun Ghassaan pun belum pernah syuting dalam satu proyek dengan ayahnya.

Sebelumnya diberitakan, Donny Kesuma (55) meninggal hari Selasa (18/3/2024) pukul 19.19 WIB akibat lemah jantung beberapa waktu lalu.

Donny Kesuma sempat dibawa ke rumah sakit daerah Salemba, Jakarta Pusat untuk mendapat perawatan.

Namun setelah di rumah dan berselang beberapa hari kemudian, kondisi Donny kembali menurun.

Pada 16 Maret 2024, Donny Kesuma kembali dibawa ke rumah sakit daerah Bekasi, Jawa Barat sampai mengembuskan napas terakhir.

Donny Kesuma dimakamkan di TPU Tanah Kusir, Rabu (20/3/2024).";Kompas;hiburan
"Musisi Ade Govinda dan Sammy Simorangkir berhasil menciptakan perasaan haru. Itu terjadi lewat single kolaborasinya, Selagi Punya Waktu.

Ditemui kala acara perilisannya di kawasan Tebet, Jakarta Selatan, Jumat (23/2/2024), Ade menyebut single ini berawal iseng.

Bercerita tentang berharganya waktu, Ade Govinda terpantik ucapan Fadly Padi kepadanya soal waktu dan keluarga.

""Terinspirasi setelah Mas Fadly Padi ngomong kalau sudah berkeluarga, kamu harus siap berkorban, waktu itu yang paling penting, jadi habiskan untuk hal-hal berharga,"" kata Ade.

""Kadang kalau kita kehilangan, baru berasa nyesel. Jadi cintailah hal berharga itu sebelum akhirnya hilang,"" tambahnya.

Kendati ditujukan untuk pasangan, pemaknaan yang lebih luas juga ditemukan oleh Sammy Simorangkir.

Membaca respons pendengar singlenya, Sammy dikejutkan dengan cerita kehilangan orang tua dan kisah sedih lainnya.

""Saya pikir lagu ini lebih ke cinta-cintaan saja, tapi pas lihat ada yang cerita kehilangan orang tua, dan mereka tersentuh,"" kata Sammy.

""Jadi lagu ini nggak mesti soal pasangan, pacar, istri, atau yang lain, tapi makna dan ceritanya jauh lebih luas lagi dari itu,"" lanjutnya.

Tak hanya Ade dan Sammy yang bekerja sama, single ini juga menyatukan dua label My Music Records dan Pro-M.

Kini, single Selagi Punya Waktu pun telah bisa dinikmati di berbagai platform musik digital yang ada. Video klipnya sendiri juga dapat ditonton melalui kanal Youtube Ade Nurulianto.

Ade Govinda Berharap Single 'Kamu Adalah' Jadi Lagu Pernikahan Nasional";Hot.detik.com;hiburan
"Bagi penggemar film action dan thriller pasti sudah tidak asing lagi dengan aktor asal Irlandia Pierce Brosnan. Ia merupakan salah satu bintang James Bond yang populer pada 1995 hingga 2002.

Tahun ini, film action yang dibintangi Brosnan, Fast Charlie akan hadir di Indonesia. Penasaran? Yuk simak sinopsisnya di bawah ini.

Film Fast Charlie mengisahkan tentang Charlie Swift (Pierce Brosnan) yang dikenal sebagai 'a fixer' atau penyelesai masalah. Swift diutus oleh Stan Mullen (James Caan) untuk menghabisi pria bernama Rollo (David Kallaway).

Demi menjalankan misi ini, ia berpartner dengan Blade (Brennan Keel Cook). Meski eksekusinya rada kacau, target berhasil dihabisi.

Masalah semakin rumit ketika klien Charlie yang merupakan ketua gangster Beggar (Gbenga Akinnagbe) menghabisi Stan dan seluruh anak buahnya. Charlie pun bersumpah menuntut balas.

Aksi balas dendam ini melibatkan mantan istri Rollo, Marcie Kramer (Morena Baccarin) yang sama-sama merupakan target Beggar. Sebab, keduanya diduga menyimpan disc milik Beggar.

Mereka kemudian bersama-sama menyelesaikan masalah dengan aksi yang tak terduga, menegangkan, lucu, dan menyentuh hati. Lantas, apakah mereka Charlie bisa membuktikan klaim dirinya sebagai seorang penyelesai masalah?

Film ini diadaptasi dari novel 'Gun Monkeys' karya Victor Gischler. Dalam menggarap film ini, Gischler juga berkolaborasi dengan penulis naskah terkenal Hollywood Richard Wenk.

Fast Charlie juga disutradarai oleh Phillip Noyce yang berpengalaman dalam dunia film action. Salah satu karya Noyce yang populer adalah Salt. Film Salt sendiri dibintangi oleh aktris terkemuka Angelina Jolie.

Film ini juga sekaligus menjadi film terakhir yang dibintangi aktor terbaik sepanjang masa James Caan. Bintang The Godfather ini meninggal dunia pada 6 Juli 2022.

Kamu bisa langsung pesan tiket di bioskop Cinema XXI terdekat. Jika kamu malas mengantre, tiket 'Fast Charlie' bisa dipesan melalui MTIX atau website www.21cineplex.com.

Syarat Nonton Film di Bioskop XXI Yogyakarta";Hot.detik.com;hiburan
"Demi Si Buah Hati menjadi film terbaru yang diadaptasi dari kisah nyata. Film ini menghadirkan kisah yang bisa memberikan inspirasi dan motivasi untuk orang-orang yang pastinya merasa susah dihadapan dengan dua pilihan penting.

Film yang tayang di KlikFilm ini, mengabdopsi kisah nyata dari buku Jiwa-jiwa Bermesin Memoar Para Pasien Cuci Darah. Di mana diceritakan pasangan suami dan istri, Dona (30 tahun), dan suaminya, Yuda (35 tahun).

Dona dan Yuda hidup bahagia dalam perkawinan. Mereka hidup bersama dengan Ibu Haryati, ibu dari Yuda. Namun, suatu hari Dona yang diperankan oleh Yuki Kato pingsan dan setelah dibawa ke rumah sakit, dia divonis gagal ginjal.

Dokter mengharuskan Dona pada usia 30 tahun untuk cuci darah. Namun Dona tidak mau selamanya tergantung dari cuci darah. Ada pengobatan lain yang dilakukan oleh Dona.

Di tengah perjuangannya menerima kenyataan harus menjalani cuci darah, Dona ternyata hamil. Akan tetapi, kabar gembira itu justru membawa dampak pada kondisi ginjal Dona.

Dokter memberikan dua pilihan sulit untuk Dona dan Yuda yang diperankan oleh Dion Wiyoko. Dokter memberikan opsi untuk Dona menggugurkan kandungannya atau akan kehilangan nyawa salah satu dari mereka.

Dona menolak keras dan bersikeras ingin mempertahankan kandungannya. Hal ini memicu keributan dengan Yuda yang menganggap istrinya egois dan hanya memikirkan diri sendiri.

Film ini dijamin banyak mengandung banyak bawang bikin air mata mengalir. Demi Si Buah Hati memuat kisah inspiratif dan memberikan motivasi untuk menjalani hidup lebih sehat.

Yuki Kato Diperiksa Terkait Dugaan Promosi Judi Online";Hot.detik.com;hiburan
"Gelaran Ramadhan Jazz Festival (RJF) 2024 sukses digelar pada 29-30 Maret 2024 di plataran masjid Cut Meutia, Jakarta Pusat. Terhitung acara itu menjadi kali ke-13 bergulir.

Ramadhan Jazz Festival di tahun ini turut membawa musisi-musisi hebat Tanah Air. Nama-nama sekelas Maliq & D'Essentials, Salma Salsabil, hingga Bilal Indrajaya tampil dengan sejumlah hitsnya kemarin.

Tak hanya itu, RJF 2024 kali ini juga dibuat berbeda. Sebab, ada misi spesial bantuan khusus ke tanah Palestina.

""RJF tahun ini kami bekerja sama dengan Kedutaan Besar Palestina di Jakarta untuk penyaluran donasi,"" tutur Muhammad Ridho selaku Ketua Remaja Masjid Cut Meutia ditemui di lokasi, Sabtu (30/3/2024).

""Selain bentuk dakwah inovatif, RJF juga merefleksikan kerukunan membantu saudara kita di bumi Palestina,"" timpal Muhammad Pradana, pengurus Yayasan Masjid Cut Meutia.

Melihat gebrakan spesial penggabungan industri kreatif dan misi kemanusiaan, Menteri Sandiaga Uno pun memberi dukungan. Baginya, event Jazz satu-satunya di bulan Ramadan tiap tahun ini seharusnya sudah dideklarasi sebagai event nasional.

""RJF ini layak jadi event nasional. Wangi semerbak mawar merekah, tabuhan genderang bagaikan karnaval,"" kata Sandiaga.

""Biar Ramadan-mu tambah berkah, ayo ikut donasi di Ramadan Jazz Festival,"" sambungnya.

Sementara, Ramadhan Jazz Festival pada Sabtu (30/3) menghadirkan Marcell Siahaan, The Groove, dan banyak lainnya.

Event ini juga disiarkan secara live streaming melalui akun YouTube Ramadhan Jazz Festival dan WartaJazz. Informasi selengkapnya dapat mengunjungi Instagram official mereka @ramadhanjazz.

Chef Arnold Pastikan Masalahnya dengan Codeblu Selesai di Ring Tinju";Hot.detik.com;hiburan
"Jelang akhir Januari, LE SSERAFIM mengumumkan perilisan album mini (EP) terbaru mereka. Rencananya album bertajuk EASY ini akan dirilis bulan depan.

Source Music mengumumkan comeback LE SSERAFIM dengan EP EASY lewat sebuah teaser video grafis singkat. Logo LE SSERAFIM berubah bentuk beberapa kali hingga kembali normal sebelum akhirnya tulisan 'Make It Look Easy' tampil di layar.

Diberitahukan juga tanggal perilisan buat album mini EASY LE SSERAFIM dalam video tersebut. Source Music akan merilis album ini pada 19 Februari 2024.

EASY merupakan album mini ketiga LE SSERAFIM, menyusul sukses album UNFORGIVEN. Dalam keterangan resmi manajemen dilihat Senin (22/1/2024), lewat album EASY nanti, LE SSERAFIM akan menampilkan sisi mereka yang bertolak belakang dengan kata 'FEARLESS' yang selama ini melekat di image grup tersebut.

""EASY akan menjadi sajian jujur soal perasaan-perasaan tak aman dan ketakutan LE SSERAFIM, di balik kepercayaan diri yang terlihat selama ini,"" kata Source Music.

Beranggotakan Kim Chaewon, Sakura, Huh Yunjin, Kazuha, dan Hong Eunchae, LE SSERAFIM berhasil mencuat sebagai nama besar grup K-Pop generasi keempat. Awal Januari ini, mereka datang ke Jakarta untuk hadir menerima penghargaan dan tampil di panggung Golden Disc Awards 2024.";Hot.detik.com;hiburan
"Gaya fashion Taylor Wift yang dia gunakan untuk album The Tortured Poems Department menjadi perbincangan menarik(Instagram)

PENYANYI pop Taylor Swift memasuki era yang benar-benar baru dengan mengeluarkan album The Tortured Poems Department. Gaya yang digunakannya untuk album ini menjadi pembahasan yang menarik. Terdapat beberapa teori tentang gaun ini yang melayang di jagat maya.

Sekadar informasi, sebelumnya penyanyi berusia 34 tahun ini melangkah ke karpet merah Grammy 2024 dengan tampilan Schiaparelli hitam-putih yang mengisyaratkan keseluruhan suasana album dan mengaku terinspirasi dari aktris Amerika di era film bisu, Clara Bow.

Kemudian, pada tanggal 19 April, di hari yang sama ketika Taylor meluncurkan album, akun Instagram @taylorswiftstyle, yang dikontrol oleh Sarah Chapelle, menjadi yang pertama menunjukkan bahwa Swift mengenakan gaun sutra Lally romantis Khaite berwarna putih di visual Spotify untuk beberapa lagu.

Gaun itu berbentuk korset ruched dan rok asimetris melebar yang terbuat dari bahan katun poplin lipit. Saat ini, desain seharga US$3.200 itu, telah terjual habis dalam berbagai ukuran dan hanya tersisa warna hitam.

Deskripsi produk di situs Saks Fifth Avenue menunjukkan gaun itu adalah bagian dari koleksi yang mencerminkan semangat perempuan New York yang mandiri dan kuat, yang merupakan nilai utama dari pendiri Khaite, Catherine Holstein.

Dengan mempertimbangkan deskripsi tersebut, masuk akal jika Swift memilih mengenakan gaun tersebut untuk mewakili lagu-lagu seperti “But Daddy I Love Him,” “Robin,” “The Prophecy,” dan “Clara Bow” yang berbicara tentang pemberdayaan.

Namun, tak hanya gaun tersebut yang menjadi sorotan netizen. Gaya yang dikenakan Taylor di video musik ‘Fortnight’ juga menimbulkan teori di jagat maya. Di video musik dengan Post Malone tersebut Taylor mengenakan gaya Era Victoria, Inggris tahun 1920-an, yang tampaknya memiliki arti penting sehubungan dengan perpisahannya dengan Aktor Inggris Joe Alwyn.

Seorang penggemar di X, yang sebelumnya bernama Twitter, membandingkan tampilan tersebut dengan ‘gaun berkabung Victoria’. Menurut Metropolitan Museum of Art, pemakaian gaun ini lazim pada masa pemerintahan Ratu Victoria dari tahun 1819 hingga 1901 dan menjadi preseden bagi kebiasaan mengenakan pakaian berwarna hitam untuk berduka atas orang yang dicintai. (People/Z-3)


";Media Indonesia;hiburan
"Penyanyi asal Korea Selatan Cha Eun-woo(AFP)

Penyanyi dan aktor asal Korea Selatan Cha Eun-woo menyanyikan lagu Backstreet Boys yang berjudul As Long as You Love Me dalam konser musik bertajuk Cha Eun-woo 2024 Just One 10 Minute Mystery Elevator yang berlangsung di Tennis Indoor Senayan, Jakarta, Sabtu (20/4) malam.

Ia mengaku sudah menyiapkan lagu tersbeut untuk dinyaniykan bersama-sama dengan para fan di Indonesia.

""Saya mempersiapkan lagu ini supaya kita bisa bernyanyi bersama,"" kata Eun-woo sebelum memulai penampilannya.

Saat menyanyi, pria 27 tahun anggota grup idola ASTRO itu sesekali menyapa penggemar di sisi kanan dan kiri panggung serta melambaikan tangan kepada para penggemar.

Usai melantunkan As Long as You Love Me, Idol K-pop itu kemudian membawakan lagu cinta berjudul First Love dari album penuh ASTRO yang bertajuk Drive to the Starry Road.

Selama membawakan kedua lagu itu Eun-woo tidak banyak menari. Namun, para penggemar tetap bergembira, bersorak sorai dan memuji penampilannya.

Cha Eun-woo 2024 Just One 10 Minute Mystery Elevator, yang merupakan tur konser sekaligus jumpa penggemar Cha Eun-woo, digelar di Malaysia, Thailand, Filipina, Jepang, Singapura, dan Indonesia. (Ant/Z-11)";Media Indonesia;hiburan
"Aktris Catherine Wilson menggugat cerai Idham Masse karena merasa hak-haknya tidak dipenuhi selama menikah dengan anggota DPRD Kabupaten Sidenreng Rappang itu.

Dalam gugatan cerainya, aktris berusia ini ingin hak-haknya selama menikah dipenuhi oleh Idham Masse.

""Ini hak saya, hak saya yang belum dipenuhi, makanya saya bicara, biar kalian mengerti, itu hak saya dari tahun lalu. Saya nggak minta macem-macem, saya hanya minta hak saya,"" kata Catherine Wilson saat ditemui di Pengadilan Agama Depok, Jawa Barat, kemarin.

Nafkah-nafkah yang dijanjikan oleh Idham Masse selama menikah belum terpenuhi dan hal itu yang menjadi tuntutan Catherine Wilson.

""Nafkah iddah, nafkah mut'ah, maupun nafkah terutang atau nafkah lampau,"" tutur Dody Haryanto, kuasa hukum Catherine Wilson.

Bintang film Rambut Kafan itu berharap proses sidang cerainya dengan Idham Masse berjalan dengan lancar.

""Berdoa aja, semoga berjalan dengan baik dengan lancar dan bisa selesai juga dengan baik. Itu aja sih harapannya,"" harap Catherine Wilson.

Catherine Wilson menggugat cerai Idham Masse di Pengadilan Agama Depok pada 24 Desember 2024. Mediasi antara keduanya gagal sehingga sidang cerai masuk ke pokok perkara.

Saksi-saksi dari pihak Catherine Wilson dan Idham Masse sudah memberikan kesaksian di hadapan majelis hakim mengenai pernikahan mereka.

Putusan dari majelis hakim mengenai pernikahan ini akan dibacakan dalam tiga minggu ke depan secara e-court.

Mantap Bercerai dengan Idham Masse, Catherine Wilson: Bersaudara Saja";Hot.detik.com;hiburan
"Setelah lebih dari 10 tahun, Jessica Simpson tampaknya hampir siap untuk merilis musik baru. (Instagram)

PENYANYI dan pengusaha Jessica Simpson memberi tahu penggemar dia sedang mengerjakan album baru di Nashville tahun lalu, dia mengunggah foto yang nyaman dari studio rekaman ke media sosial pada 19 April.

Dalam gambar tersebut, Simpson, 43, terlihat duduk di sofa dengan headphone di kepala saat dia menyanyikan lagu ke mikrofon sambil melihat lirik di atas stand musik — meskipun kata-kata yang tertulis di potongan kertas tersebut tersamarkan oleh cahaya.

Sudah lebih dari satu dekade sejak penggemar mendapat proyek lengkap baru dari penyanyi ""Irresistible"" ini, yang album terakhirnya, Happy Christmas, dirilis tahun 2010, sementara proyek non-liburan terbarunya, Do You Know, keluar tahun 2008.

Simpson merilis enam lagu bersama versi audiobook memoarnya tahun 2020, Open Book, dan merilis cover lagu ""Particles"" oleh Nothing But Thieves tahun berikutnya. Pada bulan Februari, dia menghadiri pesta setelah Grammy Awards 2024 W Magazine, Mark Ronson, dan Gucci dengan saudara perempuannya, Ashlee, dan suaminya, Evan Ross.

Dalam wawancara cerita sampul November 2023 dengan Footwear News, dia membuka diri tentang menghabiskan lebih banyak waktu di Nashville dan menciptakan musik baru di kota itu — saat dia merencanakan perilisan album dan tur baru tahun ini.

""Ini seperti tempat persembunyian bagi saya. Saya bisa masuk ke dalam pikiran saya dan merangkul hati saya,"" kata Simpson tentang tinggal dan menciptakan musik dari Tennessee pada saat itu. ""Saya merasa begitu tercerahkan di sana.""

""Menulis musik telah menjadi hal terapi yang indah bagiku yang tidak kutahu begitu alamiah, tetapi karena saya tidak melakukannya begitu lama,"" kata dia kepada media tersebut, mencatat bahwa dia telah menulis lebih dari 400 puisi sepanjang tahun 2023.

""Bagus sekali tahu bahwa saya kembali ke tempat ini, sebagai seorang wanita, dan setelah menjalani segala sesuatu yang saya alami dalam hidup saya,"" lanjut mantan bintang Newlyweds. ""Ada rasa kebebasan dan pemberdayaan.""

Simpson — yang memiliki anak laki-laki Ace Knute, 10 tahun, dan putri-purtri Birdie Mae, 5 tahun, dan Maxwell Drew, 11 tahun, dengan suami Eric Johnson — pertama kali berbicara tentang kembali ke musik dalam wawancara Juli 2023 dengan Bustle.

""Saya sangat kagum bahwa saya tetap relevan dan bahwa orang-orang penasaran,"" dia mengakui saat itu. ""Karena saya tidak menghibur. Saya sama sekali tidak menghibur.""

Simpson menambahkan: ""Saya melakukan ini sebagai seorang ibu sekarang, sebagai seorang istri. Saya adalah istri terakhir kali, tetapi ini adalah pernikahan yang sangat berbeda. Dan mereka tidak pernah melihat saya [tampil]."" (People/Z-3)";Media Indonesia;hiburan
